conmedic,partyid,region,id,age,sex,race,degree
.i, 6, 5,1326,74, 2, 1, 3
.i, 2, 5,1327,89, 2, 3, 1
 1, 6, 5,1328,75, 1, 1, 4
 2, 4, 5,1329,67, 1, 1, 4
 1, 3, 5,1330,74, 1, 1, 1
 1, 2, 5,1331,79, 1, 1, 4
.i, 1, 5,1332,77, 1, 3, 4
 2, 3, 5,1333,66, 2, 1, 1
.i, 7, 5,1334,24, 1, 2, 3
 1, 2, 5,1335,44, 1, 1, 4
.i, 5, 5,1336,36, 1, 1, 3
 2, 2, 5,1337,56, 1, 2, 1
.i, 1, 5,1338,47, 2, 2, 1
.i, 3, 5,1339,58, 2, 2, 1
 2, 1, 5,1340,67, 2, 2, 4
 2, 0, 5,1341,68, 1, 2, 3
 1, 0, 5,1342,46, 2, 2, 3
 1, 1, 5,1343,19, 1, 3, 1
.i, 1, 5,1344,87, 1, 1, 4
 1, 6, 5,1345,78, 2, 1, 1
.i, 4, 5,1346,88, 1, 1, 4
 1, 5, 5,1347,55, 1, 1, 1
.i, 6, 5,1348,61, 2, 1, 1
 1, 0, 5,1349,54, 2, 2, 2
.i, 0, 5,1350,61, 1, 2, 3
 3, 3, 5,1351,22, 2, 1, 3
 2, 2, 5,1352,87, 1, 1, 3
.i, 0, 5,1353,51, 2, 1, 3
 2, 0, 5,1354,78, 1, 2, 1
 3, 3, 5,1355,37, 2, 2, 0
 2, 0, 5,1356,26, 2, 2, 1
.i, 5, 5,1357,79, 1, 1, 3
 2, 1, 5,1358,46, 2, 2, 3
 2, 6, 5,1359,51, 2, 1, 3
 1, 6, 5,1360,81, 2, 1, 4
.i, 5, 5,1361,44, 2, 1, 3
 1, 2, 5,1363,80, 2, 1, 3
 2, 3, 5,1364,31, 1, 1, 1
 1, 2, 5,1365,63, 1, 1, 3
 2, 4, 5,1367,40, 2, 1, 1
.i, 5, 5,1368,65, 1, 2, 1
 2, 6, 5,1369,72, 1, 1, 1
 2, 1, 5,1370,57, 2, 1, 4
.i, 6, 5,1371,66, 1, 1, 2
 2, 2, 5,1372,49, 2, 1, 1
 2, 5, 5,1373,40, 2, 1, 4
 1, 0, 5,1374,42, 2, 1, 4
 1, 1, 5,1375,32, 2, 1, 4
.i, 3, 5,1376,57, 2, 2, 4
 3, 3, 5,1379,73, 2, 2, 0
 3, 3, 5,1380,76, 1,.i, 1
 1, 5, 5,1381,55, 1, 1, 3
 1, 4, 5,1382,60, 2, 1, 1
 2, 5, 5,1383,52, 2, 1, 1
.i, 4, 5,1384,57, 1, 1, 1
 1, 3, 5,1385,82, 2, 1, 3
 1, 6, 5,1386,68, 1, 1, 1
 2, 6, 5,1387,29, 2, 1, 0
.i, 2, 5,1388,39, 2, 1, 4
 1, 5, 5,1389,41, 2, 1, 1
 2, 3, 5,1391,.i, 2, 1, 3
 2, 5, 5,1392,85, 1, 1, 2
 1, 7, 5,1393,80, 1, 1, 3
.i, 6, 5,1394,75, 2, 1, 0
 1, 4, 5,1395,73, 1, 1, 1
 3, 3, 5,1396,40, 1, 1, 1
 2, 3, 5,1397,55, 2, 2, 2
.i, 0, 5,1398,80, 2, 1, 4
 1, 0, 5,1399,70, 1, 1, 4
 2, 3, 5,1400,60, 1, 1, 3
 2, 4, 5,1401,40, 1, 2, 3
 3, 0, 5,1402,60, 2, 1, 2
 2, 3, 5,1403,60, 2, 1, 1
 2, 4, 5,1404,59, 1, 1, 1
 2, 3, 5,1405,72, 2, 1, 2
 3, 3, 5,1406,48, 2, 1, 0
.i, 2, 5,1407,68, 2, 1, 2
 2, 3, 5,1408,40, 2, 1, 1
 2, 3, 5,1409,25, 2, 2, 2
.i, 0, 5,1410,32, 2, 2, 2
 1, 6, 5,1411,39, 1, 1, 1
 2, 3, 5,1413,68, 2, 1, 1
 2, 1, 5,1414,75, 2, 2, 1
 2, 5, 5,1415,41, 2, 1, 2
 1, 0, 5,1416,37, 2, 1, 2
 1, 2, 5,1417,66, 1, 1, 1
.i, 6, 5,1418,58, 1, 1, 3
 2, 6, 5,1419,54, 2, 1, 1
.i, 3, 5,1420,53, 2, 1, 3
.i, 5, 5,1421,23, 1, 1, 2
.i, 0, 5,1422,33, 2, 2, 1
 2, 4, 5,1423,26, 2, 1, 3
.i, 4, 5,1424,58, 2, 1, 2
 1, 1, 5,1425,69, 1, 1, 3
 2, 0, 5,1426,47, 1, 2, 3
 1, 1, 5,1427,25, 1, 1, 3
 2, 4, 5,1428,62, 1, 1, 3
.i, 5, 5,1429,42, 1, 1, 3
 1, 2, 5,1430,59, 1, 1, 1
.i, 0, 5,1431,39, 2, 1, 3
 3, 0, 5,1432,50, 2, 1, 2
.i, 0, 5,1433,.i, 1, 1, 1
.i, 6, 5,1434,67, 1, 1, 1
 2, 0, 5,1435,54, 2, 2, 1
 3, 7, 5,1436,30, 1, 1, 1
 2, 2, 5,1437,28, 2, 1, 2
.i, 0, 5,1438,84, 1, 1, 1
 2, 2, 5,1440,73, 2, 1, 4
 1, 1, 5,1441,46, 1, 1, 2
.i, 1, 5,1442,43, 2, 1, 1
 2, 3, 5,1444,52, 2, 1, 3
 1, 6, 5,1445,51, 2, 1, 4
.i, 1, 5,1446,.n, 2, 2, 3
.i, 5, 5,1447,79, 2, 1, 1
 3, 4, 5,1448,.i, 2, 1, 3
 1, 3, 5,1449,38, 2, 1, 4
 3, 3, 5,1450,57, 2, 2, 4
.i, 0, 5,1451,51, 2, 1, 4
 1, 4, 5,1452,50, 2, 1, 3
 2, 1, 5,1453,42, 2, 1, 1
 2, 3, 5,1454,55, 1, 1, 3
 1, 1, 5,1455,70, 1, 1, 1
 2, 4, 5,1456,64, 2, 1, 1
.i, 5, 5,1457,67, 2, 1, 1
 2, 5, 5,1458,41, 1, 1, 1
 1, 0, 5,1459,80, 2, 1, 1
.i, 0, 5,1460,84, 2, 1, 1
 2, 6, 5,1461,65, 1, 1, 3
 2, 3, 5,1462,87, 2, 1, 1
 2, 4, 5,1463,61, 2, 1, 1
.i, 2, 5,1464,55, 2, 1, 1
 2, 3, 5,1465,.i, 2, 3, 4
 2, 4, 5,1466,.i, 1, 3, 1
 2, 6, 5,1467,58, 1, 1, 4
 1, 0, 5,1468,62, 2, 1, 4
 2, 6, 5,1469,66, 1, 1, 3
 1, 5, 5,1470,63, 1, 1, 4
 2, 4, 5,1471,33, 1, 1, 2
 1, 2, 5,1472,55, 2, 1, 2
.i, 6, 5,1474,69, 2, 1, 4
 1, 6, 5,1475,75, 2, 1, 4
.i, 2, 5,1476,40,.s, 2, 1
 2, 5, 5,1477,68, 1, 1, 4
 2, 1, 5,1478,61, 2, 1, 1
.i, 0, 5,1479,82, 1, 1, 0
 1, 5, 5,1480,77, 2, 1, 1
 1, 0, 5,1481,53, 2, 1, 2
 1, 4, 5,1482,72, 2, 1, 1
 1, 3, 5,1483,.i, 2, 3, 4
.i, 6, 5,1484,31, 1, 1, 1
.i, 0, 5,1485,67, 2, 2, 4
.i, 5, 5,1486,79, 2, 1, 2
 1, 2, 5,1487,67, 2, 1, 3
 1, 0, 5,1488,74, 2, 1, 1
.i, 6, 5,1489,70, 2, 1, 3
.i, 6, 5,1490,77, 2, 1, 1
.i, 2, 5,1491,65, 1, 1, 4
 2, 3, 5,1492,52, 2, 1, 1
 2, 3, 5,1493,21,.i,.i, 0
 1, 1, 5,1494,79, 2, 1, 1
.i, 2, 5,1495,46, 2, 1, 3
.i, 5, 5,1496,81, 2, 1, 3
 3, 6, 5,1497,58, 2, 1, 1
.i, 3, 5,1498,27, 2, 1, 0
.s, 0, 5,1499,28, 2, 1, 0
 1, 3, 5,1501,52, 2,.i, 4
 2, 2, 5,1502,.i, 2, 2, 2
 2, 5, 5,1504,26, 2, 2, 1
.i, 5, 5,1505,34, 1, 1, 3
 2, 5, 5,1506,70, 2, 1, 0
 1, 3, 5,1507,75, 1, 1, 1
 3, 2, 5,1508,45, 1, 2, 3
 2, 5, 5,1509,49, 2, 1, 2
 1, 3, 6,1511,38, 1, 1, 3
 2, 6, 6,1512,40, 1, 1, 1
.i, 0, 6,1513,46, 2, 2, 1
.i, 6, 6,1514,53, 2, 1, 3
 3, 0, 6,1515,57, 2, 2, 1
 2, 6, 6,1516,43, 2, 1, 0
 3, 2, 6,1517,53, 1, 1, 3
 3, 3, 6,1518,57, 1, 1, 0
.i, 5, 6,1519,38, 2, 1, 2
.i, 3, 6,1520,.i, 1, 1,.d
 2, 0, 6,1521,74, 1, 2, 1
 2, 6, 6,1522,61, 1, 1, 1
.i, 5, 6,1523,67, 1, 1, 1
 3, 3, 6,1524,40, 1,.i, 4
 2, 2, 6,1525,86, 1, 1, 4
.i, 3, 6,1526,71, 2, 1, 1
 3, 3, 6,1527,25, 1, 2, 3
 2, 5, 6,1528,51, 2, 1, 3
.i, 3, 6,1529,64, 2, 1, 1
 1, 7, 6,1530,68, 2, 1, 1
.i, 0, 6,1531,64, 1, 2, 1
 2, 5, 6,1532,60, 2, 1, 1
.i, 4, 6,1534,73, 1, 1, 1
 2, 2, 6,1535,45, 1, 1, 1
 1, 2, 6,1536,60, 2, 1, 1
.i, 4, 6,1537,29, 2, 1, 3
 2, 6, 6,1538,27, 1, 1, 3
.i, 5, 6,1539,51, 1, 1, 3
 1, 6, 6,1540,54, 2, 1, 3
.i, 5, 6,1541,35, 2, 1, 1
 1, 1, 6,1542,37, 2, 3, 4
 2, 5, 6,1543,50, 2, 1, 4
.i, 1, 6,1544,36, 2, 1, 1
.i, 3, 6,1545,59, 2, 1, 2
 2, 4, 6,1546,62, 2, 1, 0
 1, 5, 6,1547,69, 1, 1, 3
 1, 2, 6,1548,49, 2, 1, 1
 1, 2, 6,1549,75, 1, 1, 4
.i, 3, 6,1550,67, 2, 1, 1
 3,.n, 6,1551,.n,.n, 1, 0
 2, 2, 6,1552,28, 2, 1, 1
.i, 6, 6,1553,62, 2, 1, 3
.i, 1, 6,1554,62, 2, 1, 4
 2, 5, 6,1555,34, 2, 1, 1
 1, 1, 6,1557,70, 2, 1, 3
.i, 3, 6,1558,31, 2, 1, 1
 3, 3, 6,1559,31, 2, 3, 0
 1, 2, 6,1560,74, 1, 1, 3
 2, 5, 6,1561,33, 2, 1, 1
 3, 5, 6,1562,41, 1, 1, 1
 2, 6, 6,1563,76, 1, 1, 1
.i, 6, 6,1564,41, 2, 1, 3
.i, 5, 6,1565,68, 1, 1, 1
.i, 2, 6,1566,71, 1, 2, 1
 3, 5, 6,1567,47, 2, 1, 1
.i, 3, 6,1568,36, 2, 1, 1
 1, 0, 6,1569,73, 2, 1, 1
 2, 5, 6,1570,69, 2, 1, 0
.i, 0, 6,1571,39, 2, 1, 1
.i, 6, 6,1572,75, 2, 1, 3
.i, 5, 6,1573,35, 2, 1, 1
.i, 5, 6,1574,45, 1, 1, 1
 2, 5, 6,1575,53, 1, 1, 3
 2, 6, 6,1576,52, 2, 1, 2
 2, 3, 6,1577,55, 2, 1, 0
 2,.n, 6,1578,.n,.n, 1, 0
 1, 4, 6,1579,37, 2, 1, 1
 2, 4, 6,1580,49, 1, 1, 1
.i, 0, 6,1581,82, 2, 2, 3
.i, 5, 6,1582,41, 1, 1, 3
.i,.n, 6,1583,.n,.n, 2, 0
 1, 4, 6,1584,67, 1, 1, 3
.i, 4, 6,1585,51, 2, 1, 4
 2, 4, 6,1586,52, 2, 2, 4
 2, 0, 6,1587,72, 2, 2, 2
 2, 1, 6,1588,71, 2, 1, 3
 2, 0, 6,1589,64, 2, 2, 1
 2, 6, 6,1590,.i, 1, 1, 1
 3, 6, 5,1591,43, 1, 1, 1
 2,.n, 5,1592,.i, 1, 1, 3
 3, 4, 6,1593,44, 2, 1, 1
 1, 1, 6,1594,74, 1, 1, 3
.i, 4, 6,1595,37, 1, 1, 3
.i, 4, 6,1596,58, 2, 1, 3
 3, 3, 6,1597,20, 1, 1, 0
 2, 6, 6,1598,.n,.n, 3, 1
 2, 6, 6,1599,.n,.n, 1, 0
 2, 3, 6,1600,33, 1, 1, 1
 3, 6, 6,1601,45, 2, 1, 2
 2, 6, 6,1602,77, 2, 1, 1
 1, 5, 6,1603,54, 2, 1, 3
 2, 1, 6,1604,48, 1, 1, 3
 2, 4, 6,1606,48, 2, 1, 2
.i, 3, 6,1607,73, 1, 1, 4
.i, 6, 6,1608,30, 2, 1, 1
 2, 5, 6,1610,46, 1, 1, 1
.i, 3, 6,1612,49, 2, 1, 0
 2, 6, 6,1613,46, 2, 1, 1
.i, 6, 6,1614,80, 1, 1, 0
.i, 3, 6,1616,41, 2, 1, 1
 2, 6, 6,1617,32, 2, 1, 1
 2, 1, 6,1618,32, 2, 2, 4
.i, 1, 3,1619,34, 2, 2, 1
 1, 2, 3,1620,.i, 1,.i, 2
 2, 3, 3,1621,40, 2, 1, 1
 2, 1, 3,1622,24, 1, 1, 3
 2, 3, 3,1623,63, 2, 1, 1
.i, 0, 3,1624,60, 2, 2, 0
.i, 6, 3,1625,56, 1, 1, 3
 2, 2, 3,1626,39, 1, 1, 3
.i, 3, 3,1627,61, 2, 1, 4
 2, 3, 3,1628,71, 2, 1, 2
.i, 4, 3,1629,.n,.n, 2, 0
 2, 1, 3,1630,48, 2, 2, 1
 3, 3, 3,1631,26, 2, 1, 1
 1, 0, 3,1632,66, 1, 1, 1
 2, 2, 3,1633,38, 2, 1, 3
 1, 0, 3,1634,63, 2, 1, 3
 2, 3, 3,1635,38, 2, 1, 1
.i, 3, 3,1636,36, 2, 3, 0
 2, 6, 3,1638,74, 2, 1, 2
.i, 3, 3,1639,41, 2, 1, 1
 1, 0, 3,1640,63, 2, 2, 1
 1, 1, 3,1641,52, 1, 2, 4
.i, 0, 3,1643,.i, 1, 1, 4
 2, 2, 3,1644,21, 1, 2, 0
 2, 2, 3,1646,81, 1, 2, 1
 1, 3, 3,1647,70, 2, 1, 1
 2, 4, 3,1648,33, 1, 1, 3
 2, 3, 3,1649,61, 2, 2, 2
 3, 0, 3,1650,62, 2, 2, 3
 2, 5, 3,1651,56, 2, 1, 1
.i, 5, 3,1652,47, 2, 1, 1
.i, 3, 3,1653,41, 2, 1, 4
 3, 6, 3,1654,28,.i, 1, 4
.i, 6, 3,1655,63, 2, 1, 1
 2, 3, 3,1656,57, 2, 1, 1
.i, 6, 3,1657,49, 2, 1, 1
 1, 6, 3,1658,35, 1, 1, 3
 2, 0, 3,1659,35,.i, 2,.d
 2, 5, 3,1660,36, 1, 1, 1
.i, 3, 3,1661,56, 2, 2, 1
 2, 6, 3,1662,69, 1, 1, 3
 1, 3, 3,1663,52, 1, 1, 3
 3, 5, 3,1664,43, 2, 1, 3
 3, 6, 3,1665,.n,.n, 1, 1
 2, 5, 3,1667,41, 2, 1, 3
 2, 2, 3,1668,.n, 2, 1, 2
.i, 0, 3,1669,75, 1, 1, 4
 1, 6, 3,1671,67, 1, 1, 1
 2, 6, 3,1672,48, 1, 1, 2
.i, 1, 3,1673,89, 1, 1, 1
 2, 4, 3,1674,54, 1, 1, 3
 1, 3, 3,1675,36, 2, 3, 1
 3, 6, 3,1676,59, 2, 3, 0
 1, 0, 3,1677,29, 1, 1, 0
 3, 4, 3,1678,39, 2, 1, 1
 1, 4, 3,1681,77, 1, 1, 4
 2, 3, 3,1682,54, 2, 1, 0
.i, 1, 3,1683,26, 2, 1, 3
.i, 0, 3,1684,66, 1, 1, 3
 2, 2, 3,1685,45, 2, 2, 3
.i, 1, 3,1686,62, 1, 2, 3
 2, 1, 3,1687,53, 1, 2, 4
.i, 5, 3,1688,.n, 1, 1, 1
 2, 1, 3,1689,59, 2, 1, 1
 1, 7, 3,1691,29, 2, 1, 4
.i, 0, 3,1692,38, 1, 1, 3
 2, 3, 3,1694,60, 2, 2, 1
 2, 0, 3,1695,59, 2, 1, 1
.i, 0, 3,1696,29, 1, 1, 1
 1, 3, 3,1697,89, 1, 1, 3
 1, 0, 3,1698,64, 2, 1, 1
 2, 4, 3,1699,69, 1, 1, 1
 2, 1, 3,1700,66, 2, 2, 1
 2, 4, 3,1701,66, 1, 1, 1
 1, 2, 3,1702,39, 2, 1, 3
 2, 6, 3,1703,62, 2, 1, 2
.i, 5, 3,1704,50, 2, 1, 3
 2, 6, 3,1705,70, 2, 1, 1
.i, 6, 3,1707,83, 1, 1, 3
.i, 2, 3,1708,60, 1, 2, 2
 1, 1, 3,1709,32, 2, 1, 3
.i, 2, 3,1710,.n,.n, 1, 1
.i, 6, 3,1711,61, 2, 1, 0
 2, 3, 3,1712,26, 1, 1, 1
 1, 6, 3,1713,46, 2, 1, 1
 2, 4, 3,1714,57, 2, 1, 1
 2, 3, 3,1715,43, 2, 1, 1
 1, 1, 3,1716,61, 2, 1, 4
.i, 5, 3,1717,57, 2, 1, 3
 1, 1, 3,1718,58, 2, 1, 1
 1, 0, 3,1719,40, 1, 1, 3
.i, 1, 3,1720,30, 2, 1, 2
 1, 3, 3,1721,.i, 1, 1, 1
 1, 6, 3,1722,53, 2, 1, 3
 1, 4, 3,1723,65, 1, 3, 3
 1, 2, 3,1724,50, 1, 3, 3
.i, 4, 3,1726,84, 1, 1, 4
.i, 0, 3,1727,49, 1, 1, 3
 2, 0, 3,1728,75, 2, 1, 3
 1, 0, 3,1729,73, 2, 1, 1
 1, 7, 3,1731,30, 2, 1, 3
 2, 4, 3,1732,89, 2, 1, 1
 1, 0, 3,1733,.i, 1, 3, 4
.i, 0, 3,1734,50, 2, 1, 4
 1, 4, 3,1735,39, 1, 1, 1
 1, 1, 3,1736,56, 2, 1, 3
.i, 2, 3,1738,67, 2, 2, 2
 2, 3, 3,1739,76, 1, 1, 0
 2, 1, 3,1741,60, 2, 1, 1
 1, 0, 3,1742,48, 1, 1, 1
.i, 2, 3,1743,64, 1, 1, 1
 2, 5, 3,1744,40, 1, 1, 2
.i, 6, 3,1745,51, 2, 1, 3
 2, 4, 3,1746,31, 1, 1, 2
 2, 4, 3,1747,.n, 2, 1, 3
.i, 2, 3,1748,79, 1, 1, 3
 2, 4, 3,1750,79, 2, 1, 1
 2, 3, 3,1751,24, 1, 1, 1
 2, 6, 3,1752,61, 2, 1, 1
 2, 3, 3,1753,33, 2, 1, 1
 2, 5, 3,1754,86, 1, 1, 4
.i, 6, 3,1755,46, 1, 1, 1
.i, 7, 3,1756,32, 1, 1, 3
 1, 0, 3,1757,59, 2, 1, 4
 1, 1, 3,1758,41, 2, 1, 3
 1, 6, 3,1759,82, 1, 1, 4
 2, 6, 3,1760,45, 1, 1, 1
 2, 6, 3,1761,.n, 2, 3, 3
.i, 2, 3,1762,73, 2, 1, 1
.i, 6, 3,1763,74, 2, 1, 1
 1, 2, 3,1764,29, 2, 2, 1
 3, 0, 3,1766,66, 2, 2, 3
 2, 1, 3,1767,42, 2, 1, 1
 2, 1, 3,1768,81, 1, 1, 1
 2, 7, 3,1769,73, 1, 1, 1
 1, 1, 3,1770,40, 1, 1, 1
 2, 2, 3,1771,87, 2, 1, 1
 2, 6, 3,1772,60, 1, 1, 1
 1, 1, 3,1773,47, 1, 1, 1
 2, 4, 3,1774,77, 1, 1, 1
 2, 5, 3,1776,72, 1, 1, 3
.i, 2, 3,1777,68, 1, 1, 1
 1, 3, 3,1778,72, 2, 1, 1
 2, 3, 3,1779,21, 2, 1, 1
.i, 6, 3,1782,68, 2, 1, 1
 2, 4, 3,1783,29, 2, 1, 3
.i, 0, 3,1784,52, 2, 1, 4
.i, 2, 3,1785,74, 2, 1, 3
 2, 4, 3,1786,41, 2, 1, 2
 2, 2, 4,1787,61, 1, 2, 3
 2, 6, 4,1788,63, 1, 1, 4
 1, 2, 4,1789,42, 1, 1, 4
 2, 4, 4,1790,62, 2, 1, 1
 1, 1, 4,1791,26, 1, 1, 3
.i, 0, 4,1792,56, 1, 2, 3
 2, 0, 4,1793,31, 2, 1, 2
 3, 7, 4,1794,33, 1, 1, 1
.i, 6, 4,1795,75, 2, 1, 1
 2, 0, 4,1796,74, 2, 1, 1
 1, 3, 4,1797,27, 2, 1, 3
.i, 5, 4,1798,88, 1, 1, 3
 2, 3, 4,1802,44, 2, 1, 1
 2, 6, 4,1803,71, 2, 1, 1
.i, 0, 4,1806,71, 2, 1, 1
 1, 1, 4,1807,62, 2, 1, 3
 1, 6, 4,1808,50, 1, 1, 1
.i, 0, 3,1809,31, 2, 1, 3
 3, 3, 3,1810,56, 2, 1, 2
 1, 1, 3,1811,57, 1, 1, 4
.i, 2, 3,1812,.i, 2, 1, 1
.i, 3, 3,1813,79, 1, 1, 4
 2, 4, 3,1814,42, 1, 1, 1
 1, 6, 3,1815,.i, 2, 1, 1
 3, 6, 3,1816,68, 2, 1, 1
 1, 3, 3,1817,59, 2, 1, 3
.i, 0, 3,1818,62, 2, 1, 1
 2, 3, 3,1819,67, 1, 1, 3
.i, 0, 3,1820,74, 2, 1, 1
.i, 3, 3,1821,21, 1, 1, 1
.i, 6, 3,1822,56, 2, 1, 1
.i, 4, 3,1823,79, 2, 1, 1
.i, 1, 3,1824,42, 2, 1, 3
 2, 0, 3,1825,.n,.n, 1, 0
.i, 0, 3,1826,88, 2, 1, 1
 1, 6, 3,1827,79, 2, 1, 1
 2, 1, 3,1828,46, 1, 1, 1
.i, 6, 3,1829,86, 2, 1, 3
 2, 6, 3,1830,77, 1, 1, 1
 2, 3, 3,1831,57, 2, 2, 1
 2, 6, 3,1832,69, 2, 1, 1
 2, 3, 3,1833,58, 2, 1, 1
 1, 3, 3,1834,33, 1, 1, 1
.i, 0, 3,1835,37, 2, 1, 4
 1, 0, 3,1836,63, 2, 1, 3
.i, 5, 3,1837,65, 2, 1, 3
.i, 7, 3,1838,47, 2, 1, 0
.i, 1, 3,1839,53, 1, 1, 1
.i, 6, 3,1840,77, 1, 1, 1
.s, 5, 3,1841,84, 2, 1, 0
 1, 1, 3,1842,61, 2, 1, 1
 2, 4, 3,1844,52, 1, 1, 2
.i, 0, 4,1845,78, 2, 1, 3
.i, 4, 4,1846,55, 2, 1, 1
 1, 0, 4,1847,70, 1, 1, 3
 1, 2, 4,1848,66, 2, 1, 3
 3, 4, 4,1849,49, 2, 2, 1
.i, 2, 4,1850,47, 1, 1, 2
 1, 3, 4,1851,.i, 2, 1, 3
.i, 1, 4,1852,41, 2, 1, 3
.i, 6, 4,1853,64, 1, 1, 1
 3, 3, 4,1854,34, 1, 1, 1
 1, 6, 4,1855,49, 1, 1, 1
.i, 0, 4,1856,89, 2, 1, 1
.i, 2, 4,1857,36, 2, 1, 4
.i, 1, 4,1858,52, 1, 1, 2
 1, 3, 4,1859,89, 2, 1, 3
.i, 5, 4,1860,40, 2, 1, 3
.i, 0, 4,1861,48, 2, 1, 2
 2, 4, 4,1862,58, 2, 1, 1
 1, 2, 4,1863,79, 1, 1, 4
.i, 1, 4,1864,46, 1, 1, 4
 1, 5, 4,1865,54, 2, 1, 1
 1, 4, 4,1866,60, 1, 1, 1
 1, 3, 4,1867,22, 1, 1, 1
 2, 2, 4,1868,70, 1, 1, 1
 3, 3, 4,1869,25, 1, 1, 1
 2, 4, 4,1871,89, 2, 1, 1
 2, 4, 4,1872,72, 2, 1, 1
 1, 3, 4,1875,60, 2, 2, 0
 2, 6, 4,1876,38, 1, 1, 1
.i, 2, 4,1877,77, 2, 1, 2
 2, 1, 4,1878,64, 1, 1, 2
 2, 6, 4,1879,74, 2, 1, 1
 1, 5, 4,1881,66, 1, 1, 1
 2, 6, 4,1882,75, 1, 1, 3
.i, 5, 8,1883,61, 2, 1, 3
.i, 0, 8,1884,68, 2, 1, 3
 2, 3, 8,1885,35, 2, 1, 1
.i, 4, 8,1887,67, 1, 1, 1
 3, 3, 8,1888,65, 1, 3, 1
.i, 3, 8,1889,67, 2, 1, 3
 2, 1, 8,1890,72, 2, 3, 1
.i, 0, 8,1891,56, 1, 1, 4
 2, 6, 8,1892,56, 1, 1, 1
 2, 3, 8,1893,28, 1, 1, 1
.i, 3, 8,1894,25, 2, 1, 1
 2, 0, 8,1895,55, 1, 1, 4
.i, 0, 8,1896,24, 2, 1, 3
.i, 3, 8,1897,21, 1, 1, 1
 2, 6, 8,1898,78, 1, 1, 1
.i, 1, 8,1899,37, 2, 1, 3
 3, 3, 8,1900,60, 1, 1, 1
.i, 1, 8,1901,32, 1, 1, 1
 1, 1, 8,1902,28, 2, 1, 2
 1, 6, 8,1903,63, 2, 1, 1
 1, 1, 8,1904,23, 1, 1, 1
 1, 2, 8,1905,60, 2, 1, 4
 2, 6, 8,1908,73, 2, 1, 3
 2, 6, 8,1909,27, 1, 1, 2
.i, 3, 8,1910,40, 2, 1, 4
 2, 1, 8,1912,66, 2, 1, 4
 2, 6, 8,1913,85, 1, 1, 0
.i, 0, 3,1914,59, 2, 1, 3
.i, 3, 3,1915,78, 2, 1, 1
 1, 5, 3,1916,34, 1, 1, 3
 2, 3, 3,1917,35, 1, 3, 1
.i, 1, 3,1918,60, 1, 1, 4
 2, 0, 3,1919,.i, 2, 1,.s
 2, 5, 3,1920,40, 2, 1, 3
 2, 7, 3,1922,27, 1, 1, 4
.i, 6, 3,1923,54, 2, 1, 4
.i, 3, 3,1924,59, 2, 1, 3
 1, 7, 3,1925,50, 1, 1, 3
 3, 1, 3,1926,36, 2, 1, 2
 2, 1, 3,1927,60, 2, 1, 3
.i, 0, 3,1928,70, 2, 1, 1
 1, 1, 3,1929,59, 2, 1, 3
.i, 0, 3,1930,29, 2, 2, 1
 2, 0, 3,1932,72, 1, 1, 1
.i, 2, 3,1933,65, 2, 1, 3
 2, 3, 3,1934,45, 1, 1, 1
 1, 1, 3,1935,64, 1, 2, 2
 1, 0, 3,1936,26, 1, 1, 3
 1, 0, 3,1937,32, 1, 1, 4
 2, 1, 3,1938,35, 1, 1, 4
 1, 1, 3,1939,30, 2, 1, 4
 2, 0, 3,1941,70, 2, 2, 3
.i, 0, 3,1942,.i, 2, 3, 4
 2, 1, 3,1943,46, 1, 2, 1
.i, 1, 3,1944,33, 1,.i, 1
 1, 0, 3,1945,74, 1, 2, 1
 2, 2, 3,1946,63, 1, 1, 0
 3, 0, 3,1947,33, 1, 1, 3
 2, 2, 3,1949,36, 2, 1, 3
 1, 0, 3,1950,59, 1, 2, 3
 2, 0, 3,1951,77, 1, 2, 3
 3, 3, 3,1952,31, 2, 2, 1
 2, 3, 3,1953,47, 2, 1, 3
 1, 2, 3,1954,62, 1, 1, 4
.i,.n, 3,1955,.n,.n, 2, 0
 1, 3, 3,1956,42, 2, 1, 1
.i, 3, 3,1957,22, 1, 1, 1
 1, 3, 3,1958,79, 1, 1, 1
.i, 3, 3,1959,73, 1, 1, 1
 2, 5, 3,1960,30, 1, 1, 3
.i, 1, 3,1961,56, 2, 2, 1
.i, 3, 3,1962,52, 2, 1, 4
.i, 5, 3,1964,33, 1, 1, 1
 2, 4, 3,1965,53, 1, 1, 1
 2, 3, 3,1966,.n,.n, 1, 1
 3, 0, 3,1967,35, 1, 1, 3
 2, 6, 3,1968,51, 1, 1, 1
 1, 0, 3,1969,32, 2, 1, 3
.i, 4, 3,1970,.i, 1, 1, 4
 1, 5, 3,1971,.i, 1, 1, 1
 2, 5, 3,1973,.i, 2, 1, 1
 2, 3, 3,1974,64, 2, 1, 1
 2, 3, 3,1975,.i, 2, 1, 1
 2, 2, 3,1976,35, 1, 1, 3
 2, 6, 3,1977,75, 2, 1, 1
.i, 5, 3,1978,60, 2, 1, 1
 1, 0, 3,1979,75, 2, 2, 1
.i, 6, 3,1980,40, 2, 1, 3
 1, 6, 3,1981,74, 1, 1, 1
 2, 0, 3,1983,47, 2, 2, 0
 1, 6, 3,1984,56, 2, 1, 3
.i, 0, 3,1985,25, 2, 1, 3
.i, 0, 3,1986,37, 1, 1, 3
.i, 0, 4,1988,42, 2, 1, 4
 2, 2, 4,1989,42, 1, 3, 4
.i, 0, 4,1990,26, 1, 1, 1
