conmedic,partyid,region,id,age,sex,race,degree
.i, 0, 3,3325,78, 1, 1, 1
.i, 0, 3,3326,67, 2, 2, 1
 2, 3, 7,3327,72, 2, 3, 1
.i, 1, 7,3328,28, 1, 1, 2
 2, 3, 3,3330,40, 1, 1, 2
 1, 5, 9,3331,80, 1, 1, 4
 2, 2, 9,3332,86, 1, 1, 3
.i, 0, 3,3333,42, 2, 1, 3
 1, 4, 3,3334,60, 1, 1, 1
.i, 5, 3,3335,.i, 1, 1, 3
 2, 0, 3,3336,67, 1, 2, 1
 1, 5, 3,3337,80, 1, 1, 3
.i, 3, 9,3338,58, 1, 1, 2
.i, 5, 9,3339,23, 2, 3, 1
 3, 1, 3,3340,68, 2, 2, 1
 2, 0, 9,3341,41, 2,.i, 4
 2, 2, 9,3343,36, 2, 1, 1
.i, 1, 9,3344,29, 2, 1, 4
 1, 3, 3,3345,56, 2, 2, 3
.i, 3, 3,3346,21, 1, 1, 1
 2, 5, 3,3347,68, 1, 1, 1
.i, 1, 9,3348,68, 1, 1, 4
 2, 3, 9,3349,36, 1, 3, 3
.i, 1, 4,3351,35, 1, 1, 4
 1, 1, 4,3352,59, 1, 1, 3
.i, 6, 4,3353,81, 2, 1, 1
 2, 1, 4,3354,60, 1, 1, 4
 2, 3, 9,3355,.i, 1,.i, 4
 1, 0, 9,3356,40, 2, 1, 3
 3, 3, 9,3357,53, 2, 1, 1
 2, 3, 8,3359,.n, 2, 1, 1
.i, 7, 8,3360,25, 1, 1, 3
.i, 7, 8,3361,67, 1, 1, 1
 1, 4, 8,3362,69, 2, 1, 4
 1, 2, 2,3363,57, 1, 1, 1
.i, 4, 6,3365,.i, 2, 3, 4
 1, 0, 1,3367,38, 1, 1, 3
 2, 2, 1,3368,39, 1, 1, 3
.i, 3, 9,3371,42, 2, 1, 1
 2, 6, 9,3372,85, 2, 1, 3
.i, 2, 1,3373,72, 2, 1, 3
 2, 2, 4,3374,59, 2, 1, 1
 2, 4, 6,3375,83, 2, 1, 1
 2, 6, 1,3376,62, 1, 1, 1
 1, 1, 6,3377,65, 1, 2, 1
.i, 2, 4,3378,73, 2, 1, 4
 1, 3, 5,3379,67, 1, 1, 1
.i, 5, 6,3380,76, 1, 1, 1
 2, 3, 4,3382,33, 2, 1, 1
.i, 3, 9,3383,30, 1, 3, 0
 2, 3, 4,3384,73, 2, 1, 1
 3, 7, 6,3385,63, 1, 1, 3
 2, 1, 4,3386,49, 2, 2, 3
 1, 5, 2,3388,22, 2, 1, 2
 2, 3, 5,3389,.n, 2, 1, 4
.i, 4, 6,3392,50, 2, 1, 2
.i, 1, 2,3393,57, 1, 1, 4
 2, 3, 2,3394,74, 1, 1, 1
 2, 1, 6,3395,61, 2, 2, 2
 2, 2, 5,3396,32, 1, 1, 1
 2, 3, 5,3397,31, 1, 3, 1
.i, 3, 2,3398,56, 1, 1, 3
 1, 4, 2,3399,53, 2, 1, 3
 2, 3, 2,3400,65, 2, 1, 1
.i, 2, 2,3401,34, 1, 1, 1
.i, 3, 2,3402,37, 1, 1, 1
 2, 0, 5,3403,43, 1,.i, 3
 2, 5, 6,3404,.i, 2, 1, 1
 1, 1, 5,3406,61, 2, 1, 1
 2, 4, 5,3407,37, 2, 1, 3
.i, 0, 1,3408,58, 2, 1, 4
 2, 1, 6,3409,29, 2, 2, 4
.i, 0, 2,3410,33, 1, 1, 2
 2, 0, 5,3411,73, 1, 1, 4
 2, 7, 6,3412,71, 2, 1, 3
.i, 3, 2,3413,45, 1, 1, 1
.i, 1, 2,3414,38, 2, 1, 4
 2, 6, 7,3415,63, 1, 1, 1
 1, 5, 7,3416,24, 2, 1, 3
.i, 3, 7,3417,41, 2, 2, 1
 1, 0, 8,3418,75, 1, 1, 4
 2, 0, 9,3420,36, 2, 1, 1
 2, 0, 8,3421,61, 2, 1, 1
 2, 1, 2,3422,81, 2, 1, 1
.i, 0, 8,3423,38, 1, 1, 1
.i, 4, 8,3424,40, 1, 1, 1
.i, 1, 2,3425,70, 2, 1, 3
.i, 3, 7,3426,62, 2, 1, 4
.i, 6, 2,3428,44, 2, 3, 4
 2, 5, 9,3429,67, 2, 1, 1
 2, 3, 2,3430,23, 1, 1, 1
 1, 1, 2,3431,63, 1, 1, 1
 2, 6, 9,3432,50, 2, 1, 2
 3, 7, 9,3433,69, 1, 1, 1
.i, 5, 7,3435,50, 2, 1, 1
 2, 3, 8,3436,38, 2, 1, 1
 2, 6, 5,3437,32, 2, 1, 1
.i, 1, 2,3438,36, 1, 1, 3
.i, 1, 5,3440,78, 2, 1, 4
.i, 3, 2,3441,62, 2, 1, 4
 1, 0, 8,3444,60, 2, 1, 2
.i, 0, 5,3446,60, 2, 2, 1
.i, 0, 3,3447,47, 2, 1, 3
.i, 0, 5,3448,60, 1, 2, 1
.i, 2, 5,3449,71, 2, 1, 4
 2, 0, 5,3450,68, 2, 2, 1
 2, 4, 3,3452,.i, 2, 1, 1
 1, 0, 3,3453,18, 2, 1, 1
.i, 1, 2,3455,46, 2, 2, 1
 1, 6, 5,3456,83, 2, 1, 3
 1, 2, 3,3457,75, 1, 2, 3
.i, 3, 8,3458,43, 1, 3, 1
 2, 1, 8,3459,.n, 1, 1, 0
.i, 3, 2,3461,65, 2, 1, 1
 1, 5, 2,3462,19, 2, 1, 4
 2, 5, 2,3463,82, 1, 1, 1
 1, 0, 5,3464,52, 2, 1, 4
 1, 7, 7,3465,25, 1, 1, 3
.i, 1, 2,3466,81, 1, 1, 4
 2, 0, 7,3468,57, 2, 2, 1
.i, 6, 2,3469,52, 2, 1, 2
 1, 3, 2,3471,19, 2, 1, 1
.i, 3, 7,3473,58, 1, 1, 1
 2, 1, 2,3475,63, 1, 2, 1
 2, 4, 7,3476,26, 1, 1, 3
.i, 0, 5,3477,46, 2, 2, 1
 1, 4, 1,3478,.n,.n, 1, 0
.i, 4, 1,3480,83, 1, 1, 4
.i, 3, 7,3481,72, 2, 2, 2
 2, 7, 2,3482,44, 2, 1, 4
.i, 7, 2,3483,74, 1, 1, 3
 1, 1, 1,3484,.i, 2, 1, 3
 2, 2, 1,3485,68, 2, 1, 1
 1, 3, 1,3486,47, 2, 2, 3
.i, 0, 9,3487,30, 2, 3, 3
.i, 0, 9,3488,42, 2, 1, 2
 2, 3, 9,3489,22, 1, 3, 1
 2, 0, 1,3490,35, 2, 1, 3
 1, 2, 9,3491,47, 1, 1, 0
.i, 0, 1,3492,.i, 2, 1, 4
 1, 2, 1,3493,32, 2, 1, 3
.i, 7, 1,3494,.i, 1, 1, 1
.i, 2, 1,3495,29, 1, 1, 4
 2, 6, 9,3496,67, 2, 1, 1
.i, 3, 5,3497,57, 1, 2, 1
.i, 0, 9,3498,51, 1, 3, 1
 2, 1, 1,3499,73, 2, 1, 4
 2, 0, 1,3500,44, 1, 1, 4
 3, 5, 5,3501,45, 2, 1, 3
.i, 0, 9,3502,38, 2, 3, 4
.i, 3, 1,3503,35, 1, 1, 2
 2, 1, 1,3504,22, 2, 2, 0
.i, 1, 2,3505,65, 2, 1, 4
 2, 3, 1,3506,30, 1, 2, 2
 1, 4, 1,3507,56, 2, 1, 1
 3, 3, 1,3508,.i, 1, 2, 3
 2, 0, 1,3509,.i, 1, 3, 3
 2, 7, 1,3510,.i, 2, 2, 3
.i, 6, 5,3511,60, 2, 1, 4
.i, 6, 5,3512,57, 1, 1, 3
 1, 0, 1,3513,51, 2, 1, 4
 1, 1, 1,3514,54, 1, 3, 1
.i, 0, 1,3515,61, 1, 1, 1
.i, 1, 1,3516,26, 2, 3, 3
 1, 5, 1,3517,51, 1, 1, 3
 1, 0, 9,3519,84, 1, 1, 1
 3, 0, 1,3520,46, 2, 1, 1
 1, 0, 1,3521,65, 2, 1, 0
.i, 0, 2,3522,79, 2, 2, 1
 3, 4, 2,3523,51, 1, 1, 1
 3, 5, 5,3524,56, 1, 1, 1
.i, 4, 9,3525,56, 2, 1, 4
 2, 1, 9,3526,40, 1, 1, 4
 2, 3, 9,3527,22, 2, 1, 1
 2, 3, 8,3528,.n, 2, 1, 1
 2, 5, 8,3529,23, 1, 3, 1
 2, 0, 8,3530,54, 2, 1, 4
 1, 0, 9,3531,26, 1, 1, 1
 1, 2, 9,3532,58, 2, 1, 2
 2, 5, 8,3533,53, 2, 1, 4
.i, 3, 8,3534,36, 1, 3, 2
.i, 4, 8,3535,57, 2, 3, 1
.i, 3, 9,3537,74, 2, 1, 2
 2, 0, 9,3538,89, 2, 1, 4
 3, 0, 9,3539,76, 1, 1, 4
 1, 2, 9,3540,79, 1, 1, 3
 1, 0, 5,3542,67, 2, 1, 4
 3, 7, 2,3544,38, 1, 1, 2
.i, 3, 2,3545,47, 1, 1, 2
 2, 3, 2,3546,59, 2, 1, 0
 3, 4, 2,3547,48, 1, 2, 1
 2, 3, 1,3548,72, 1, 1, 1
.i, 0, 1,3549,51, 2, 1, 3
 2, 3, 1,3550,59, 2, 1, 2
.i, 0, 1,3551,51, 1, 1, 4
 1, 1, 2,3552,33, 2, 1, 1
.i, 3, 2,3553,40, 2, 3, 0
 2, 1, 2,3554,37, 2, 2, 1
 2, 2, 2,3555,19, 1, 3, 0
 2, 3, 9,3556,51, 1, 1, 4
 1, 1, 2,3557,49, 1, 2, 3
 1, 1, 9,3558,73, 2, 1, 3
.i, 4, 9,3559,74, 2, 1, 4
.i, 1, 9,3560,68, 1, 1, 2
.i, 0, 9,3561,63, 2, 1, 3
 3, 3, 6,3563,30, 2, 2, 1
 1, 2, 9,3564,.i, 2, 2, 1
 1, 0, 9,3565,56, 1, 1, 1
.i, 0, 9,3566,76, 2, 1, 4
 1, 3, 5,3567,80, 2, 1, 1
 3, 3, 5,3568,.i, 1, 3, 4
 1, 0, 9,3569,76, 1, 2, 4
 3, 6, 6,3570,41, 2, 1, 1
.i, 2, 9,3571,31, 1, 1, 4
.i, 0, 6,3572,84, 1, 2, 3
 1, 6, 6,3573,68, 2, 2, 2
 1, 6, 3,3574,30, 2, 1, 2
 2, 0, 3,3575,31, 2, 2, 1
 1, 4, 9,3576,54, 1, 1, 1
 2, 2, 9,3577,78, 2, 1, 3
.i, 5, 3,3578,68, 1, 1, 4
.i, 2, 9,3579,47, 1, 3, 1
.i, 5, 9,3580,41, 2, 1, 3
 2, 1, 9,3581,65, 1, 3, 4
.i, 3, 2,3583,31, 2, 1, 1
 2, 6, 2,3584,.i, 1, 1, 4
 3, 0, 9,3586,.i, 2, 3, 3
.i, 3, 9,3587,21, 1, 3, 1
 2, 1, 9,3588,44, 2, 3, 4
 1, 0, 3,3589,54, 2, 1, 1
 1, 3, 3,3590,46, 1, 2, 4
.i, 1, 3,3591,67, 1, 1, 1
 1, 5, 3,3592,50, 2, 1, 3
 2, 1, 9,3595,58, 2, 1, 3
.i, 0, 2,3596,43, 2, 1, 1
 1, 1, 3,3597,56, 1, 1, 3
 2, 3, 3,3598,53, 1, 1, 1
 1, 0, 3,3600,29, 2, 2, 2
.i, 3, 2,3602,52, 1, 1, 0
.i, 0, 2,3603,73, 1, 1, 3
 1, 4, 7,3604,61, 1, 1, 4
 3, 7, 7,3605,44, 1, 1, 1
 3, 1, 3,3607,46, 2, 2, 2
.i, 3, 3,3608,24, 1, 2, 2
 1, 2, 3,3609,35, 2, 1, 2
.i, 0, 8,3610,53, 2, 1, 1
 2, 2, 8,3611,55, 2, 1, 4
.i, 0, 3,3612,47, 2, 2, 2
.i, 1, 2,3613,63, 2, 1, 3
 3, 3, 3,3614,27, 2, 1, 1
 1, 5, 8,3615,47, 2, 1, 1
.i, 5, 8,3616,80, 1, 1, 2
 3, 1, 3,3617,68, 2, 1, 3
.i, 0, 8,3618,59, 2, 1, 3
.i, 3, 3,3619,67, 2, 1, 1
 2, 5, 2,3620,34, 1, 1, 4
 1, 0, 3,3621,66, 2, 1, 4
.i, 7, 8,3623,26, 1, 1, 1
 2, 2, 7,3624,24, 1, 3, 1
 2, 1, 1,3625,69, 2, 1, 0
.i, 3, 1,3626,.i, 2, 1, 1
 2, 4, 3,3627,.i, 2, 1, 4
 3, 1, 1,3628,65, 1, 2, 4
 2, 1, 1,3629,53, 1, 1, 1
.i, 6, 4,3630,55, 2, 1, 2
 1, 2, 3,3631,72, 2, 1, 3
 1, 6, 4,3632,68, 2, 1, 1
 1, 5, 1,3634,44, 1, 1, 3
.i, 0, 3,3635,28, 2, 1, 3
.i, 3, 3,3636,43, 2, 2, 1
 1, 0, 3,3637,29, 2, 1, 1
 2, 2, 3,3638,31, 1, 1, 3
.i, 1, 3,3639,54, 2, 1, 1
 2, 1, 4,3641,61, 1, 1, 3
 2, 0, 2,3642,69, 1, 1, 1
.i, 1, 3,3643,39, 1, 3, 4
 2, 4, 2,3644,39, 1, 1, 2
 1, 4, 3,3645,59, 1, 1, 3
.i, 6, 2,3646,66, 2, 1, 3
 1, 6, 2,3647,51, 2, 1, 4
.i, 3, 2,3648,32, 2, 1, 1
.i, 3, 4,3649,59, 2, 1, 2
.i, 4, 4,3650,81, 2, 1, 1
 1, 6, 7,3651,67, 1, 1, 3
.i, 3, 7,3652,.i, 2, 1, 3
.i, 3, 3,3653,29, 1, 1, 1
 1, 0, 3,3656,72, 2, 1, 1
 1, 1, 7,3657,50, 2, 3, 3
 1, 3, 3,3658,35, 1, 1, 1
.i, 3, 7,3659,63, 1, 1, 3
 1, 6, 7,3660,.n,.n, 1, 4
 1, 6, 3,3661,.i, 1, 1, 4
 2, 0, 3,3662,61, 1, 1, 1
 3, 0, 7,3663,69, 2, 1, 2
.i, 6, 1,3664,47, 2, 1, 3
 2, 3, 7,3666,46, 2, 1, 1
.i, 1, 3,3667,74, 1, 1, 4
.i, 6, 7,3668,63, 1, 1, 3
 3, 3, 6,3670,34, 2, 2, 2
 1, 1, 3,3672,77, 1, 1, 0
 1, 2, 3,3673,.i, 2, 1, 4
.i, 4, 5,3674,30, 1, 1, 1
 1, 3, 6,3675,58, 2, 1, 0
 2, 3, 5,3676,52, 1, 1, 4
.i, 1, 5,3677,27, 2, 1, 4
 1, 1, 5,3678,52, 1, 1, 4
.i, 0, 5,3679,77, 1, 1, 4
 2, 5, 5,3680,51, 2, 1, 4
 2, 5, 7,3681,23, 2, 1, 1
 2, 3, 3,3684,29, 2, 1, 3
 2, 5, 7,3686,64, 2, 1, 1
 1, 3, 3,3687,47, 2, 1, 1
 2, 0, 5,3688,43, 1, 1, 3
 1, 3, 3,3689,44, 2, 1, 4
 2, 3, 5,3690,72, 1, 1, 3
.i, 2, 5,3691,56, 1, 3, 4
 2, 3, 5,3692,61, 1, 1, 4
 1, 3, 5,3693,67, 1, 2, 3
.i, 0, 5,3694,39, 2, 1, 3
 1, 6, 7,3695,70, 1, 1, 4
.i, 3, 3,3696,39, 1, 3, 3
.i, 0, 3,3698,43, 2, 2, 2
.i, 0, 3,3700,57, 2, 2, 1
 2, 6, 3,3701,69, 2, 1, 1
 2, 6, 3,3702,63, 1, 1, 2
 2, 1, 7,3703,30, 1, 1, 1
.i, 3, 7,3704,46, 2, 1, 1
 2, 0, 7,3705,59, 2, 1, 4
 3, 0, 5,3706,35, 2, 1, 4
 1, 0, 6,3707,61, 2, 1, 1
.i, 2, 5,3708,82, 2, 1, 3
.i, 6, 5,3709,50, 1, 1, 2
 2, 0, 5,3710,47, 2, 1, 4
.i, 5, 7,3711,60, 2, 1, 1
.i, 3, 4,3712,28, 1, 1, 3
 2, 3, 7,3713,30, 2, 2, 4
 1, 5, 4,3714,33, 1, 1, 3
 2, 4, 5,3715,.i, 1, 3, 1
 2, 3, 7,3717,24, 2, 3, 1
 1, 1, 5,3718,68, 1, 1, 2
 1, 2, 4,3719,42, 2, 1, 3
 2, 5, 4,3721,63, 1, 1, 1
 2, 0, 7,3724,37, 2, 1, 1
 2, 0, 4,3725,77, 2, 2, 1
.i, 0, 7,3726,77, 2, 3, 0
.i, 5, 7,3727,61, 2, 1, 1
.i, 5, 3,3728,73, 1, 1, 3
.i, 3, 7,3729,33, 2, 2, 1
 1, 3, 7,3730,30, 2, 3, 2
 1, 3, 3,3731,.i, 2, 1, 3
 2, 1, 5,3732,77, 1, 1, 1
 1, 3, 7,3733,56, 2, 3, 1
 1, 6, 7,3734,35, 2, 1, 0
 1, 1, 7,3735,44, 2, 1, 3
 2, 7, 7,3736,30, 2, 1, 3
 3, 3, 7,3737,70, 2, 1, 1
.i, 3, 7,3738,20, 1, 1, 0
 2, 0, 7,3739,78, 2, 3, 0
.i, 3, 7,3740,29, 1, 1, 1
.i, 1, 4,3741,27, 2, 2, 1
 1, 4, 4,3742,45, 1, 1, 3
 1, 1, 4,3743,24, 1, 1, 3
.i, 0, 4,3745,44, 1, 1, 1
 1, 6, 4,3746,75, 2, 1, 2
.i, 2, 4,3747,59, 1, 1, 4
 2, 2, 4,3748,71, 2, 1, 1
 3, 3, 3,3749,55, 2, 1, 0
 1, 3, 4,3750,29, 2, 1, 1
 2, 0, 3,3751,.i, 2, 1, 4
 1, 2, 4,3752,32, 1, 2, 3
 2, 3, 4,3753,43, 1, 1, 3
 2, 4, 8,3754,42, 2, 1, 1
.i, 0, 8,3755,67, 2, 3, 1
 2, 3, 8,3756,54, 1, 3, 1
.i, 5, 8,3757,44, 2, 1, 4
 2, 3, 8,3758,29, 1, 1, 3
 1, 3, 8,3759,67, 2, 1, 4
.i, 2, 8,3760,74, 2, 1, 3
 2, 3, 3,3761,23, 2, 1, 0
 3, 2, 8,3762,22, 1, 1, 1
 1, 3, 3,3764,38, 1, 3, 1
.i, 4, 3,3765,51, 1, 1, 3
.i, 5, 3,3766,35, 2, 1, 1
 1, 3, 3,3767,40, 2, 1, 4
.i, 1, 3,3768,79, 2, 1, 4
.i, 6, 3,3769,41, 2, 1, 3
.i, 5, 8,3771,43, 2, 1, 3
 1, 7, 8,3772,84, 1, 1, 1
 3, 3, 8,3773,41, 2, 1, 3
 2, 3, 8,3774,42, 2, 1, 1
 2, 6, 8,3776,37, 1, 1, 1
.i, 6, 3,3777,85, 1, 1, 1
.i, 6, 3,3779,56, 2, 1, 1
 2, 4, 3,3780,.i, 1, 1, 1
 2, 3, 3,3781,.n,.n, 1, 0
 2, 6, 3,3782,68, 2, 2, 1
 3, 6, 3,3783,51, 2, 1, 3
 2, 5, 3,3784,47, 2, 1, 2
 2, 6, 3,3786,71, 1, 1, 1
 1, 0, 3,3787,55, 2, 1, 4
.i, 4, 3,3788,41, 2, 1, 2
 2, 6, 7,3789,63, 2, 1, 1
.i, 1, 7,3790,41, 1, 1, 4
 2, 6, 7,3791,40, 1, 1, 3
 1, 1, 7,3792,24, 1, 1, 3
.i, 0, 7,3793,57, 1, 1, 3
 2, 5, 7,3795,44, 1, 1, 3
 1, 1, 7,3796,33, 2, 1, 4
 2, 3, 7,3797,45, 1, 2, 1
.i, 2, 6,3798,53, 1, 2, 2
 1, 5, 6,3799,23, 2, 1, 3
 2, 3, 6,3800,38, 2, 1, 0
.i, 1, 6,3801,59, 2, 2, 1
.i, 3, 5,3803,.n,.n, 1, 1
 1, 2, 6,3804,52, 1, 1, 3
 1, 1, 5,3805,26, 2, 1, 4
 3, 1, 9,3806,57, 2, 1, 1
 1, 7, 9,3807,74, 1, 1, 3
 1, 0, 5,3808,50, 2, 2, 4
 1, 0, 8,3809,82, 2, 1, 1
.i, 6, 8,3810,78, 1, 1, 4
 2, 5, 5,3811,38, 1, 1, 1
.i, 6, 7,3812,64, 2, 1, 2
 1, 3, 8,3813,49, 2, 1, 3
.i, 0, 2,3814,78, 1, 1, 1
 2, 0, 5,3815,85, 2, 1, 3
 1, 3, 2,3816,21, 1, 2,.d
 2, 1, 2,3817,26, 2, 1, 4
 2, 7, 8,3818,65, 1, 1, 1
.i, 0, 9,3819,66, 2, 1, 1
 2, 6, 2,3820,.i, 1, 1, 1
.i, 2, 3,3821,36, 1, 1, 1
.i, 3, 3,3822,28, 2, 1, 1
 2, 2, 3,3823,53, 2, 3, 3
.i, 1, 3,3824,44, 2, 1, 3
.i, 2, 5,3825,44, 2, 2, 4
 2, 3, 2,3826,44,.i, 2, 2
 2, 6, 2,3827,39, 1, 1, 3
.i, 5, 8,3829,55, 1, 1, 1
 2, 0, 8,3830,64, 1, 2, 1
 2, 0, 1,3831,71, 2, 1, 2
 1, 0, 1,3832,68, 1, 1, 1
 1, 5, 2,3834,61, 2, 1, 3
 2, 6, 8,3835,79, 2, 1, 1
 2, 1, 2,3836,56, 1, 1, 3
 2, 0, 1,3837,25, 2, 1, 3
 3, 1, 2,3838,57, 1, 2, 1
 2, 6, 5,3839,81, 2, 1, 1
 2, 5, 5,3840,50, 1, 1, 1
 1, 4, 8,3841,67, 2, 1, 1
 2, 1, 8,3842,65, 2, 1, 2
.i, 1, 2,3843,30, 2, 3, 4
 2, 6, 8,3844,69, 2, 1, 1
 2, 3, 1,3845,46, 2, 2, 3
 3, 3, 1,3846,42, 1, 3, 1
 1, 6, 8,3847,83, 2, 1, 1
.i, 3, 3,3848,75, 1, 1, 2
 1, 4, 6,3849,51, 1, 2, 3
.i, 3, 8,3850,58, 2, 1, 1
 2, 2, 3,3851,59, 1, 2, 1
.i, 2, 3,3852,69, 1, 1, 3
 1, 4, 3,3853,31, 1, 1, 3
 2, 3, 5,3854,56, 2, 2, 1
 1, 6, 5,3855,85, 1, 1, 2
.i, 0, 5,3856,60, 1, 1, 2
 2, 3, 6,3857,33, 2, 1, 1
 2, 5, 6,3858,62, 1, 1, 1
.i, 2, 5,3859,26, 2, 1, 3
 1, 1, 4,3860,47, 2, 1, 3
 2, 4, 4,3861,69, 2, 1, 3
.i, 3, 4,3862,41, 2, 1, 2
 2, 3, 4,3863,41, 2, 1, 1
.i, 2, 4,3864,50, 2, 1, 3
 2, 6, 7,3865,32, 2, 1, 3
 2, 3, 7,3866,27, 1, 1, 1
 2, 3, 7,3867,64, 1, 1, 1
 1, 0, 7,3868,78, 2, 1, 4
 3, 1, 5,3869,59, 1, 2, 1
.i, 0, 9,3871,58, 1, 3, 1
 2, 3, 5,3874,52, 2, 2, 1
.i, 0, 4,3875,67, 2, 2, 4
 1, 1, 3,3876,71, 2, 1, 4
 2, 3, 3,3877,.i, 1, 1, 4
 1, 4, 5,3878,19, 1, 2, 1
 1, 4, 4,3879,55, 1, 1, 0
 1, 3, 4,3880,30, 2, 1, 3
.i, 6, 7,3881,73, 2, 1, 1
.i,.n, 9,3882,.n,.n, 1, 0
 2, 6, 9,3883,77, 2, 1, 4
 1, 6, 5,3884,65, 2, 3, 3
 1, 3, 5,3885,69, 1, 1, 3
 1, 2, 9,3886,52, 1, 1, 3
 2, 1, 9,3889,42, 1, 1, 3
 1, 2, 9,3890,.n, 2, 3, 3
 1, 0, 9,3891,89, 2, 1, 4
 1, 0, 3,3892,25, 1, 1, 1
 1, 1, 3,3893,.n,.n, 2, 1
 1, 6, 3,3894,64, 1, 1, 1
.i, 4, 7,3895,61, 1, 1, 2
.i, 2, 5,3896,65, 1, 1, 4
 1, 0, 7,3897,71, 2, 2, 4
 2, 4, 9,3899,75, 1, 1, 0
 1, 3, 7,3901,70, 1, 1, 1
 2,.n, 7,3902,61, 1, 2, 2
 2, 3, 7,3904,49, 2, 1, 1
.i, 3, 3,3905,.i, 2, 1, 2
 1, 3, 7,3906,43, 2, 3, 1
.i, 0, 7,3907,.i, 2, 1,.d
.i, 2, 7,3908,39, 2, 3, 1
 1, 0, 7,3909,.i, 2, 3, 1
.i, 0, 9,3910,75, 1, 1, 1
 2, 2, 9,3911,71, 1, 3, 1
.i, 0, 5,3912,84, 2, 1, 3
 1, 0, 5,3913,80, 2, 1, 0
 2, 3, 7,3914,62, 2, 1, 1
.i, 3, 5,3915,.i, 2, 3, 3
 1, 2, 7,3916,36, 2, 1, 4
.i, 2, 5,3917,61, 2, 1, 1
.i, 5, 5,3918,.i, 2, 1, 3
 2, 0, 9,3919,34, 2, 1, 3
 1, 0, 9,3920,72, 2, 3, 3
 2, 0, 9,3921,67, 2, 3, 3
 1, 3, 5,3922,.i, 2, 1, 4
.i, 3, 9,3923,64,.i, 2, 1
 1, 6, 5,3924,81, 1, 1, 1
.i, 0, 5,3925,69, 2, 1, 4
 2, 2, 8,3926,63, 2, 1, 1
 2, 2, 8,3928,62, 2, 1, 3
 2, 3, 5,3929,37, 2, 2, 1
.i, 0, 5,3930,43, 2, 3, 3
.i, 3, 1,3932,68, 1, 2, 4
.i, 0, 3,3934,72, 2, 1, 4
 1, 2, 3,3935,76, 1, 1, 1
 1, 2, 3,3936,24, 2, 3, 3
.i, 0, 3,3937,70, 2, 2, 1
 1, 1, 3,3938,74, 2, 1, 4
 2, 2, 3,3939,33, 1, 2, 2
 1, 0, 3,3940,59, 2, 2, 4
.i, 0, 3,3943,28, 2, 2, 3
.i, 0, 3,3944,.n, 2, 1, 3
.i, 0, 3,3945,29, 1, 1, 3
 1, 1, 3,3946,61, 2, 1, 3
.i, 2, 3,3947,31, 1, 1, 4
 3, 0, 3,3948,28, 2, 2, 0
 2, 0, 3,3949,67, 2, 1, 3
.i, 5, 3,3950,56, 1, 1, 4
 1, 0, 3,3951,74, 1, 1, 3
.i, 0, 3,3952,63, 2, 2, 1
 1, 4, 3,3953,77, 1, 1, 4
 1, 5, 3,3954,64, 1, 1, 1
.i, 3, 3,3955,69, 1, 1, 1
.i, 2, 3,3956,58, 2, 1, 3
 1, 5, 3,3957,48, 1, 1, 3
 2, 0, 3,3958,62, 1, 1, 1
 1, 2, 4,3959,37, 2, 1, 2
 2, 0, 4,3962,64, 2, 1, 3
 2, 0, 4,3963,39, 1, 1, 3
 1, 1, 2,3964,70, 1, 1, 3
 2, 3, 2,3965,.n, 2, 1, 1
 1, 6, 7,3966,52, 1, 1, 4
 1, 6, 6,3968,86, 2, 1, 1
.i,.n, 6,3969,.n,.n, 1, 0
 2, 5, 4,3970,78, 2, 1, 1
 2, 3, 9,3972,48, 2, 1, 1
 1, 2, 3,3973,72, 1, 1, 4
 1, 5, 2,3974,70, 2, 1, 1
 2, 1, 8,3975,.i, 1, 1, 2
 2, 3, 9,3976,51, 2, 3, 3
.i, 3, 9,3977,49, 1, 1, 1
 1, 3, 2,3978,22, 2, 2, 1
 2, 3, 9,3979,55, 1, 3, 1
 2, 6, 5,3980,37, 2, 1, 1
 2, 1, 5,3981,66, 2, 1, 1
.i, 3, 5,3982,39, 2, 3, 1
 2, 7, 8,3983,69, 2, 1, 3
.i, 3, 7,3985,55, 1, 3, 1
 2, 3, 7,3986,28, 2, 1, 3
.i, 1, 2,3988,36, 1, 1, 3
 2, 5, 8,3989,74, 1, 1, 3
 1, 3, 5,3990,63, 1, 1, 4
 1, 0, 5,3992,84, 2, 1, 4
 2, 6, 8,3993,42, 1, 1, 1
 1, 3, 3,3995,52, 1, 1, 3
.i, 2, 4,3996,31, 1, 1, 1
.i, 1, 4,3997,39, 1, 2, 1
 2, 1, 9,3998,65, 1, 3, 3
 1, 1, 7,3999,22, 1, 3, 1
 1, 1, 2,4000,52, 1, 1, 3
.i, 6, 5,4001,62, 2, 1, 1
 2, 5, 6,4002,31, 2, 1, 4
 1, 5, 9,4003,78, 1, 1, 4
 1, 1, 5,4004,75, 2, 3, 0
 2,.n, 3,4005,55, 1, 2, 1
 1, 2, 4,4006,54, 2, 1, 4
 1, 1, 7,4007,27, 2, 1, 4
 2, 4, 7,4008,29, 2, 3, 4
 2, 5, 3,4009,81, 2, 1, 0
 1, 5, 5,4010,70, 2, 1, 1
 2, 1, 9,4011,44, 1, 1, 4
 1, 0, 8,4012,32, 2, 1, 2
 1, 6, 5,4013,52, 1, 1, 1
 2, 3, 3,4014,53, 1, 1, 1
 1, 1, 3,4015,61, 1, 1, 4
 2, 3, 9,4016,19, 1, 1, 1
 1, 0, 1,4018,33, 2, 1, 3
